Iteration,Basic-Block,gen[B],kill[B],in[B],out[B]
4,B49,['D49'],"['D15', 'D16', 'D50']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D74', 'D75', 'D8', 'D9']"
4,B50,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D74', 'D75', 'D8', 'D9']"
4,B51,"['D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69']","['D70', 'D71']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D74', 'D75', 'D8', 'D9']"
4,B52,['D50'],"['D15', 'D16', 'D49']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D49', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D60', 'D74', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D60', 'D74', 'D8', 'D9']"
4,B53,"['D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D60']",['D48'],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D49', 'D50', 'D51', 'D52', 'D53', 'D54', 'D55', 'D56', 'D57', 'D58', 'D59', 'D60', 'D74', 'D75', 'D8', 'D9']"
4,B54,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D74', 'D75', 'D8', 'D9']"
4,B55,['D70'],['D68'],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D69', 'D70', 'D74', 'D75', 'D8', 'D9']"
4,B56,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D70', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D70', 'D74', 'D75', 'D8', 'D9']"
4,B57,['D71'],['D69'],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D70', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D70', 'D71', 'D74', 'D75', 'D8', 'D9']"
4,B58,"['D72', 'D73']",['D1'],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D70', 'D71', 'D74', 'D75', 'D8', 'D9']","['D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D48', 'D49', 'D50', 'D61', 'D62', 'D63', 'D64', 'D65', 'D66', 'D67', 'D68', 'D69', 'D70', 'D71', 'D72', 'D73', 'D74', 'D75', 'D8', 'D9']"
4,B59,['D74'],"['D12', 'D13', 'D39', 'D4', 'D40', 'D46', 'D47', 'D5', 'D75']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D8', 'D9']"
4,B60,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D8', 'D9']"
4,B61,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D8', 'D9']"
4,B62,['D75'],"['D12', 'D13', 'D39', 'D4', 'D40', 'D46', 'D47', 'D5', 'D74']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D76', 'D77', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D75', 'D76', 'D77', 'D8', 'D9']"
4,B63,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D8', 'D9']"
4,B64,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D8', 'D9']"
4,B65,"['D76', 'D77']",[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']"
4,B66,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']"
4,B67,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']"
4,B68,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']"
4,B69,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']"
4,B70,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']"
4,B71,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']"
4,B72,[],[],"['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D43', 'D44', 'D45', 'D74', 'D75', 'D76', 'D77', 'D8', 'D9']"
5,B0,"['D1', 'D2', 'D3']",['D73'],[],"['D1', 'D2', 'D3']"
5,B1,['D74'],"['D12', 'D13', 'D39', 'D4', 'D40', 'D46', 'D47', 'D5', 'D75']","['D1', 'D2', 'D3']","['D1', 'D2', 'D3', 'D74']"
5,B2,[],[],"['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']"
5,B3,"['D10', 'D11', 'D8', 'D9']",[],"['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D10', 'D11', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B4,['D75'],"['D12', 'D13', 'D39', 'D4', 'D40', 'D46', 'D47', 'D5', 'D74']","['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D2', 'D3', 'D6', 'D7', 'D75']"
5,B5,[],[],"['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']"
5,B6,[],[],"['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']"
5,B7,"['D6', 'D7']",[],"['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']"
5,B8,[],[],"['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']"
5,B9,[],[],"['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']"
5,B10,[],[],"['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']"
5,B11,[],[],"['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']"
5,B12,[],[],"['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']"
5,B13,[],[],"['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']"
5,B14,[],[],"['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']","['D1', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75']"
5,B15,['D74'],"['D12', 'D13', 'D39', 'D4', 'D40', 'D46', 'D47', 'D5', 'D75']","['D1', 'D10', 'D11', 'D2', 'D3', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D6', 'D7', 'D74', 'D8', 'D9']"
5,B16,[],[],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B17,[],[],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B18,['D75'],"['D12', 'D13', 'D39', 'D4', 'D40', 'D46', 'D47', 'D5', 'D74']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D50', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D50', 'D75', 'D8', 'D9']"
5,B19,['D14'],['D26'],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B20,['D49'],"['D15', 'D16', 'D50']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B21,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B22,"['D27', 'D28', 'D29', 'D30', 'D31', 'D32', 'D33', 'D34']","['D35', 'D36']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B23,['D50'],"['D15', 'D16', 'D49']","['D1', 'D10', 'D11', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D3', 'D49', 'D50', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D3', 'D50', 'D74', 'D75', 'D8', 'D9']"
5,B24,"['D17', 'D18', 'D19', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26']",['D14'],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B25,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B26,['D35'],['D33'],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D34', 'D35', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B27,[],[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B28,['D36'],['D34'],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D35', 'D36', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B29,"['D37', 'D38']",[],"['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D17', 'D18', 'D19', 'D2', 'D20', 'D21', 'D22', 'D23', 'D24', 'D25', 'D26', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D50', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B30,['D74'],"['D12', 'D13', 'D39', 'D4', 'D40', 'D46', 'D47', 'D5', 'D75']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D49', 'D6', 'D7', 'D74', 'D8', 'D9']"
5,B31,[],[],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B32,"['D43', 'D44', 'D45']",[],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D43', 'D44', 'D45', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B33,['D75'],"['D12', 'D13', 'D39', 'D4', 'D40', 'D46', 'D47', 'D5', 'D74']","['D1', 'D10', 'D11', 'D2', 'D3', 'D41', 'D42', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D2', 'D3', 'D41', 'D42', 'D75', 'D8', 'D9']"
5,B34,[],[],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B35,[],[],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B36,"['D41', 'D42']",[],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B37,[],[],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B38,[],[],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B39,[],[],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B40,[],[],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
5,B41,[],[],"['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']","['D1', 'D10', 'D11', 'D14', 'D2', 'D27', 'D28', 'D29', 'D3', 'D30', 'D31', 'D32', 'D33', 'D34', 'D35', 'D36', 'D37', 'D38', 'D41', 'D42', 'D49', 'D6', 'D7', 'D74', 'D75', 'D8', 'D9']"
